N,Key,Bemerkung_Maria,Autor,Jahr,Titel,Zeitschrift,DOI,ID_Studie,Screener,Extracter,Lebensraum,Lebensraum_Details,Biotoptyp,Land,Bundesland,Ort,X,Y,geographische_Genauigkeit_km,Antwortvariable,x_Achse,Hauptgruppe_RoteListen,Untergruppe_RoteListen,Untergruppe_RoteListen_Detail,Anzahl_Arten_Gruppen,Startjahr,Endjahr,Dauer,Anzahl_Jahre,ExperimentObservation,Trend,Massnahme_Schutz,Massnahme_Schutz_andere,Massnahme_Management,Massnahme_Impuls,Notizen,LiteraturRawdata,Studie_in_D,ID,StationID,Antwortvariable_ORIG
593,SVXF36H4,NA,"George, K.",2017,Langjährige Bestandsentwicklung häufiger Brutvogelarten im Naturpark Harz/Sachsen-Anhalt,"Vogelwarte 55, 2017: 217-234",nicht vorhanden,NA,Konrad Adler,Konrad Adler,Wald,"heterogene Lebensräume im Untersuchungsgebiet (verschiedene Nadel- und Laubbaumbestände, Grünland, Ackerland…)",NA,Deutschland,Sachsen-Anhalt,Gemarkung Güntersberge im Landkreis Harz,10.97959878,51.64397839,10,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,NA,1993,2016,24,24,Beobachtung,negative,Andere,Naturpark Harz,NA,NA,"es werden mögliche Treiber genannt, diese aber nicht mit Fakten/Daten unterstützt",Literatur,D,NA,NA,NA
594,SVXF36H4,NA,"George, K.",2017,Langjährige Bestandsentwicklung häufiger Brutvogelarten im Naturpark Harz/Sachsen-Anhalt,"Vogelwarte 55, 2017: 217-234",nicht vorhanden,NA,Konrad Adler,Konrad Adler,Wald,"heterogene Lebensräume im Untersuchungsgebiet (verschiedene Nadel- und Laubbaumbestände, Grünland, Ackerland…)",NA,Deutschland,Sachsen-Anhalt,Gemarkung Güntersberge im Landkreis Harz,10.97959878,51.64397839,10,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,2,2001,2016,16,16,Beobachtung,no,Andere,Naturpark Harz,NA,NA,"es werden mögliche Treiber genannt, diese aber nicht mit Fakten/Daten unterstützt",Literatur,D,NA,NA,NA
595,SVXF36H4,NA,"George, K.",2017,Langjährige Bestandsentwicklung häufiger Brutvogelarten im Naturpark Harz/Sachsen-Anhalt,"Vogelwarte 55, 2017: 217-234",nicht vorhanden,NA,Konrad Adler,Konrad Adler,Wald,"heterogene Lebensräume im Untersuchungsgebiet (verschiedene Nadel- und Laubbaumbestände, Grünland, Ackerland…)",NA,Deutschland,Sachsen-Anhalt,Gemarkung Güntersberge im Landkreis Harz,10.97959878,51.64397839,10,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,1,1993,2016,24,24,Beobachtung,negative,Andere,Naturpark Harz,NA,NA,"es werden mögliche Treiber genannt, diese aber nicht mit Fakten/Daten unterstützt",Literatur,D,NA,NA,NA
596,SVXF36H4,NA,"George, K.",2017,Langjährige Bestandsentwicklung häufiger Brutvogelarten im Naturpark Harz/Sachsen-Anhalt,"Vogelwarte 55, 2017: 217-234",nicht vorhanden,NA,Konrad Adler,Konrad Adler,Wald,"heterogene Lebensräume im Untersuchungsgebiet (verschiedene Nadel- und Laubbaumbestände, Grünland, Ackerland…)",NA,Deutschland,Sachsen-Anhalt,Gemarkung Güntersberge im Landkreis Harz,10.97959878,51.64397839,10,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,1,1993,2016,24,24,Beobachtung,negative,Andere,Naturpark Harz,NA,NA,"es werden mögliche Treiber genannt, diese aber nicht mit Fakten/Daten unterstützt",Literatur,D,NA,NA,NA
520,SYG3AVC8,NA,"Fischer, ML et al.",2016,Assessing and predicting the spread of non-native raccoons in Germany using hunting bag data and dispersal weighted models,Biol Invasions 18:57–71,10.1007/s10530-015-0989-x,NA,Konrad Adler,Konrad Adler,Wald,NA,NA,Deutschland,NA,NA,10.279,51.415,700,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,1,2000,2012,13,12,Beobachtung,positive,NA,NA,NA,NA,"der ausgewählte Treiber ist hier die untersuchte, invasive Art",Literatur,D,NA,NA,NA
112,SZ75F5Z9,NA,Wölfl,2021,Status des Luchses in Deutschland,Natur und Landschaft,NA,NA,Maria Sporbert,"Maria Sporbert, Leana Meder",Wald,Wald,Wald,Deutschland,"Bayern, Rheinland-Pfalz",NA,10.342,49.061,250,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,1,1990,2018,29,30,Beobachtung,positive,NA,NA,"Wiederansiedlung, Schutz",NA,NA,Literatur,D,NA,NA,NA
10342,T2GFNI8R,NA,"Reinecke, J. et al.",2011,Veränderung der Vegetation nährstoffarmer Kiefernwälder im nördlichen Spreewald-Randgebiet zwischen 1965 und 2010,Verh. Bot. Ver. Berlin Brandenburg 144 63-97,NA,NA,Maria Sporbert,Daniel Petry,Wald,Nährstoffarme Kiefernwälder,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,"Nördlicher Randbereich des Unterspree- waldes, 15 km nördlich von Lübben",13.933,51.906,NA,Artenzahl,NA,Pflanzen,Pflanzen,Farn- und Blütenpflanzen,NA,1965,2010,46,2,Beobachtung,positive,NA,NA,NA,NA,3 Vegetationstypen unterschieden: Oligo- meso sowie eutrophe Wälder. “Unsicherheiten” bezüglich Daten von 1965,Literatur,D,NA,NA,NA
10343,T2GFNI8R,NA,"Reinecke, J. et al.",2011,Veränderung der Vegetation nährstoffarmer Kiefernwälder im nördlichen Spreewald-Randgebiet zwischen 1965 und 2010,Verh. Bot. Ver. Berlin Brandenburg 144 63-97,NA,NA,Maria Sporbert,Daniel Petry,Wald,Nährstoffarme Kiefernwälder,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,"Nördlicher Randbereich des Unterspree- waldes, 15 km nördlich von Lübben",13.933,51.906,NA,Artenzahl,NA,Pilze_Flechten,Flechten,Flechten,NA,1965,2010,46,2,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10344,T2GFNI8R,NA,"Reinecke, J. et al.",2011,Veränderung der Vegetation nährstoffarmer Kiefernwälder im nördlichen Spreewald-Randgebiet zwischen 1965 und 2010,Verh. Bot. Ver. Berlin Brandenburg 144 63-97,NA,NA,Maria Sporbert,Daniel Petry,Wald,Nährstoffarme Kiefernwälder,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,"Nördlicher Randbereich des Unterspree- waldes, 15 km nördlich von Lübben",13.933,51.906,NA,Artenzahl,NA,Pflanzen,Moose,Moose,NA,1965,2010,46,2,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
521,T7XB26QI,NA,"Kämmerle, JL et al.",2020,Quantifying the effectiveness of habitat management to counter local extinction: A case-study on capercaillie,Forest Ecology and Management 474 (2020) 118379,10.1016/j.foreco.2020.118379,NA,Konrad Adler,Konrad Adler,Wald,"bewirtschaftete Waldbestände dominiert von Picea abies, Abies alba, Fagus sylvatica und Pinus sylvestris",Nadel(Misch)Wälder und -Forste,Deutschland,Baden-Württemberg,Schwarzwald,8.171184207,48.23201907,100,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,1,2008,2018,11,2,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
562,TNPR58ND,NA,"Fischer, C. et al.",2017,Trend to increasing structural diversity in German forests: results from National Forest Inventories 2002 and 2012,Annals of Forest Science 74: 80,10.1007/s13595-017-0675-5,NA,Konrad Adler,Konrad Adler,Wald,"verschiedene Waldtypen (Buchen-, Eichen-, Fichten-, Kiefernwälder und andere)","Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent), Nadel(Misch)Wälder und -Forste",Deutschland,NA,NA,10.279,51.415,700,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,2002,2012,11,2,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
563,TNPR58ND,NA,"Fischer, C. et al.",2017,Trend to increasing structural diversity in German forests: results from National Forest Inventories 2002 and 2012,Annals of Forest Science 74: 80,10.1007/s13595-017-0675-5,NA,Konrad Adler,Konrad Adler,Wald,"verschiedene Waldtypen (Buchen-, Eichen-, Fichten-, Kiefernwälder und andere)","Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent), Nadel(Misch)Wälder und -Forste",Deutschland,NA,NA,10.279,51.415,700,ENS,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,2002,2012,11,2,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10410,TPNQGJLF,NA,Schulz G. & W.,2012,Erfahrungen bei Neueinrichtungen und Ausbauten von Fledermaus- Winterquartieren,"Nyctalus (N.R), Berlin 17 (2012), Heft 1-2, S. 125-151",NA,NA,Maria Sporbert,Anneka Bücher,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Niedersachsen,Lüneburg,10.42953681,53.21970407,NA,Abundanz,NA,Wirbeltiere,Saeuger,Säuger,1,1988,2004,17,16,Beobachtung,negative to positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10411,TPNQGJLF,NA,Schulz G. & W.,2012,Erfahrungen bei Neueinrichtungen und Ausbauten von Fledermaus- Winterquartieren,"Nyctalus (N.R), Berlin 17 (2012), Heft 1-2, S. 125-151",NA,NA,Maria Sporbert,Anneka Bücher,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Niedersachsen,Lüneburg,10.42740165,53.22313657,NA,Abundanz,NA,Wirbeltiere,Saeuger,Säuger,10,2004,2011,8,7,Beobachtung,negative to positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10583,TTNUGK8D,NA,Heise G.,1982,"Zu Vorkommen, Biologie und Ökologie der Rauhhautfledermaus (Pipistrellus nathusii) in der Umgebung von Prenzlau (Uckermark), Bezirk Neubrandenburg","Nyctalus (N.F.), Band 1 (1982), Heft 4/5, S. 281-300",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Melzower Forst,13.91309427,53.16624366,NA,Abundanz,"Kasten Nr, Artzahl",Wirbeltiere,Saeuger,Säugetiere,2,1977,1979,3,3,Beobachtung,no,NA,NA,NSG Melzower Forst,NA,NA,Literatur,D,NA,NA,NA
61,TYTG8U8R,NA,Kostrzewa,1988,Die Beeintraechtigung von Greifvogelhabitaten durch anthropogene Einfluesse: Untersuchungen in der Niederrheinischen Bucht,Natur und Landschaft,NA,NA,Maria Sporbert,"Maria Sporbert, Leana Meder",Wald,"Wald, Waldrand, Offenland","Wald, Waldrand, Offenland",Deutschland,Nordrhein-Westfalen,Niederrheinische Bucht,6.586453898,50.90876276,20,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,8,1981,1986,6,2,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
466,U5BJU2G8,NA,"Dittrich, S. et al",2016,"Auswirkungen von Waldbränden auf die Langzeitdynamik naturnaher Kiefernwälder (Leucobryo-Pinetum) im Nationalpark Sächsische Schweiz (Sachsen, Deutschland)",Tuexenia 36: 23–36,https://www.tuexenia.de/publications/tuexenia/Tuexenia_2016_NS_036_0023-0036.pdf,NA,Maria Sporbert,Maria Sporbert,Wald,Waldkiefern-Bestände,NA,Deutschland,Sachsen,Teilgebiet „Hintere Sächsische Schweiz“ (Bereiche Großer Zschand und Affensteine),14.26789394,50.9115031,2,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1963,2014,52,4,Beobachtung,no,Nationalpark Sächsische Schweiz,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10637,UEQEAG8X,NA,Dietrich H.,1998,Zum Einsatz von Holzbeton-Großhöhlen für waldbewohnende Fledermäuse und zur Bestandsentwicklung der Chiropteren in einem schleswig-holsteinischen Revier nach 30jährigen Erfahrungen,"Nyctalus (N.F.), Band 6(1985), Heft 5, S. 456-467",NA,NA,NA,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Schleswig-Holstein,Rixdorfer Tannen,10.46131832,54.20813039,NA,Abundanz,Jahr,Wirbeltiere,Saeuger,NA,6,1968,1997,30,29,Beobachtung,negative to positive,NA,NA,NA,NA,NA,Literatur,NA,NA,NA,NA
10663,UH4E8K9B,NA,"Blohm T., Heise G.",2009,"Windkraftnutzung und Bestandsentwicklung des Abendseglers, Nyctalus noctula (Schreber, 1774), in der Uckermark","Nyctalus (N.F.), Band 14(2009), Heft 1-2, S. 14-26",NA,NA,NA,Anneka,Wald,NA,Bauwerke,Deutschland,Mecklenburg-Vorpommern,Melzower Forst,13.9130949,53.16623358,NA,Abundanz,Jahr,Wirbeltiere,Saeuger,NA,1,1986,2008,23,22,Beobachtung,positive,NA,NSG Melzower Forst,NA,NA,NA,Literatur,NA,NA,NA,NA
10664,UH4E8K9B,NA,"Blohm T., Heise G.",2009,"Windkraftnutzung und Bestandsentwicklung des Abendseglers, Nyctalus noctula (Schreber, 1774), in der Uckermark","Nyctalus (N.F.), Band 14(2009), Heft 1-2, S. 14-26",NA,NA,NA,Anneka,Wald,NA,Bauwerke,Deutschland,Mecklenburg-Vorpommern,Carmzower Forst,14.10131226,53.43239406,NA,Abundanz,Jahr,Wirbeltiere,Saeuger,NA,1,1996,2008,13,12,Beobachtung,positive,NA,NSG Carmzower Forst,NA,NA,NA,Literatur,NA,NA,NA,NA
488,UX87JCJN,NA,"Skiba, R.",2013,Brutvogelbestände 1978 – 2012 im Gebiet „Kempkenholz“ / Remscheid,Abhandlungen aus dem Westfälischen Museum für Naturkunde,https://www.lwl.org/wmfn-download/Abhandlungen/Abh_75_2013.pdf,NA,Maria Sporbert,Maria Sporbert,Wald,"34 ha Gebiet, ca. 23 ha Laubwald, 2 ha Nadelwald, 6 ha Kahlschlag einschließlich Sträuchern (davon 5ha unterhalb der Hochspannungs-Freileitungen), 2 ha Wiesen, 0,5 ha Bäche und Teiche, 0,5 ha Parkanlagen",NA,Deutschland,Nordrhein-Westfalen,Kempkenholz / Remscheid,7.192919887,51.20573941,2,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,NA,1978,2012,35,10,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
577,V6PNDE7G,NA,"Roth, N. et al.",2021,Host specificity and species colouration mediate the regional decline of nocturnal moths in central European forests,"Ecography, Volume44, Issue6",NA,NA,Konrad Adler,Konrad Adler,Wald,all forest types in the temperate zone of central Europe,NA,Deutschland,Bayern,whole German federal state of Bavaria (70 550 km2),11.41966136,48.94757031,150,Artenzahl,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,1978,2018,41,41,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
578,V6PNDE7G,NA,"Roth, N. et al.",2021,Host specificity and species colouration mediate the regional decline of nocturnal moths in central European forests,"Ecography, Volume44, Issue6",NA,NA,Konrad Adler,Konrad Adler,Wald,all forest types in the temperate zone of central Europe,NA,Deutschland,Bayern,whole German federal state of Bavaria (70 550 km2),11.41966136,48.94757031,150,Abundanz,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,1978,2018,41,41,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
579,V6PNDE7G,NA,"Roth, N. et al.",2021,Host specificity and species colouration mediate the regional decline of nocturnal moths in central European forests,"Ecography, Volume44, Issue6",NA,NA,Konrad Adler,Konrad Adler,Wald,all forest types in the temperate zone of central Europe,NA,Deutschland,Bayern,whole German federal state of Bavaria (70 550 km2),11.41966136,48.94757031,150,Abundanz,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,1978,2018,41,41,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
8,VJ4BEK2S,NA,Bergerhausen,1981,Die Situation der Wiedereinbuergerung des Uhus in der Bundesrepublik Deutschland,Natur und Landschaft,NA,NA,Maria Sporbert,"Maria Sporbert, Leana Meder",Wald,NA,NA,Deutschland,"Hessen, Niedersachsen, Nordrhein-Westfalen, Saarland",NA,8.741,51.211,300,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,1,1973,1980,8,8,Beobachtung,positive,NA,NA,Wiederansiedlung/Auswilderung,NA,NA,Literatur,D,NA,NA,NA
302,WXW5MBSZ,NA,"Baumann, M. et al.",2022,Recolonization of epiphytic bryophytes after decades of air pollution in forest ecosystems in the Erzgebirge (Ore Mountains) shows the importance of deciduous trees for the diversity of this species group,Forest Ecology and Management 509 (2022) 120082,NA,NA,Konrad Adler,Konrad Adler,Wald,Fichtenforste,Nadel(Misch)Wälder und -Forste,Deutschland,Sachsen,"Adorf, Neudorf und Eibenstock im Erzgebirge nahe der deutsch-tschechischen Grenze",12.61094569,50.45015861,20,Abundanz,Zeit,Pflanzen,Moose,Moose,NA,1920,2020,101,2,NA,negative to positive,NA,NA,Veränderung der Waldstruktur: pure Fichtenforste werden zu Mischwäldern,NA,"möglicherweise nicht passend, da streng genommen nur 1 Messpunkt und die erhobenen Daten dann mit Verbreitungen der Arten aus vorherigen Studien verglichen wurden",Literatur,D,NA,NA,NA
461,WZISRQ77,NA,"Böhling, N.",2008,Zur Entwicklung der Allium ursinum-Bestände im buchenreichen Eichen-Hainbuchenwald „Hohes Reisach“ 1978 / 2007,Tuexenia 28: 41-49,https://www.tuexenia.de/publications/tuexenia/Tuexenia_2008_NS_028_0041-0049.pdf,NA,Maria Sporbert,Maria Sporbert,Wald,buchenreicher Eichen-Hainbuchenwald,NA,Deutschland,Baden-Württemberg,Vorland der Mittleren Schwäbischen Alb bei Kirchheim unter Teck,9.425154921,48.61853296,5,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,1,1978,2007,30,2,Beobachtung,positive,NA,Schonwald „Hohes Reisach“,NA,NA,NA,Literatur,D,NA,NA,NA
10423,XEJX8AFI,NA,Schmidt A.,2016,Zur Einwanderung der Mückenfledermaus Pipistrellus pygmaeus nach Ostbrandenburg und zur Bestandsentwicklung in Fledermaus- kastengebieten der Umgebung von Beeskow,"Nyctalus (N.F.), Berlin 18 (2013-2016), Heft 3-4, S. 245-254",NA,NA,Maria Sporbert,Anneka Bücher,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Beeskow,14.2263088,52.16316507,NA,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,1,1973,2013,41,23,Beobachtung,negative to positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
599,XFVXGIKT,NA,"Wolters, V.",1998,Long-term dynamics of a collembolan community,Applied Soil Ecology 9: 221-227,10.1016/S0929-1393(98)00079-1,NA,Konrad Adler,Konrad Adler,Wald,100 bis 130 Jahre alte Buchenwälder,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,Treppenweg-Gebiet im Göttinger Wald,10.02142989,51.55928354,5,Abundanz,Zeit,Wirbellose,Arthropoden,Arthropoden,48,1980,1989,10,10,Beobachtung,no,NA,NA,NA,NA,"Angabe zum Boden: ""bedrock is shell-lime, the humus form is mull. the soil is classified as Terra fusca Rendzina (Chromo-Calcic Cambisol (FAO), Lithic Rendoll (USDA))""",Literatur,D,NA,NA,NA
560,XKKPKMP5,NA,"Kämmerle, JL et al.",2017,Range loss of a threatened grouse species is related to the relative abundance of a mesopredator,Ecosphere Volume 8(9): Article e01934,10.1002/ecs2.1934,NA,Konrad Adler,Konrad Adler,Wald,"bewirtschaftete Waldbestände dominiert von Picea abies, Abies alba, Fagus sylvatica und Pinus sylvestris",Nadel(Misch)Wälder und -Forste,Deutschland,Baden-Württemberg,Schwarzwald,8.146736429,48.2295252,100,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,1,1993,2013,21,2,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10609,XQ7DW4VS,NA,"Rackow, W.",2005,"Zur aktuellen Verbreitung des Mausohrs, Myotis myotis (Borkhausen, 1797), im Landkreis Osterode am Harz (Niedersachsen)","Nyctalus (N.F.), Band 10, Heft 2, 160-167",NA,NA,Maria Sporbert,Daniel Petry,Wald,NA,NA,Deutschland,Niedersachsen,Ein Gipskarsthoehle im Landkreis Osterode am Harz (Winterquartier),10.26501129,51.73880831,NA,Abundanz,NA,Wirbeltiere,Saeuger,Chiroptera/ Fledermaeuse,1,1988,2005,18,18,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
524,XSVKCFBC,NA,"Bluhm, C. et al.",2016,Temporal fluctuations in oribatid mites indicate that density-independent factors favour parthenogenetic reproduction,Exp Appl Acarol 68:387–407,10.1007/s10493-015-0001-6,NA,Konrad Adler,Konrad Adler,Wald,"4 Waldtypen: bewirtschaftete junge und alte Buchenwälder, unbewirtschaftete Buchenwälder (60 Jahre ohne Management), alte bewirtschaftete Nadelwälder","Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent), Nadel(Misch)Wälder und -Forste",Deutschland,"Baden-Württemberg, Brandenburg, Thüringen","Schwäbisch Alb, Schorfheide-Chorin, Hainich-Dün (""Biodiversity Exploratories"")",9.3535027,48.29898535,10,Abundanz,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,2008,2011,4,2,Beobachtung,no,NA,NA,NA,NA,"Angaben zum Boden: Soils mainly comprise Cambisols and Luvisols in the Schorfheide-Chorin and Hainich-Dün, and Cambisols and Leptosols in the Schwäbische Alb. Bedrock is glacial till in the Schorfheide-Chorin, Triassic limestone in the Hainich-Du¨n and Ju",Literatur,D,NA,NA,NA
10513,YUSKLNKE,NA,Nippel F.,1988,"Großschmetterlinge aus dem Burgholz-Projekt, die mit Hilfe von Boden-Photoeklektoren erfaßt wurden","Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 41. Heft, Seite 76-77",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Abundanz,Jahre & Ort,Wirbellose,Arthropoden,Arthropoden,NA,1983,1987,5,3,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10665,ZPENJ529,NA,"König H., W.",2009,Rückgang des Großen Abendseglers {Nyctalus noctulä) in der Nordpfalz,"Nyctalus (N.F.), Band 14(2009), Heft 1-2, S. 103-109",NA,NA,NA,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Rheinland-Pfalz,"Haide 6313 Dannenfels, Katzenbacher Hang 6312 Rockenhausen, Stahlberg 6312 Rockenhausen",7.859734727,49.62260092,NA,Abundanz,Jahr,Wirbeltiere,Saeuger,NA,1,1997,2008,12,11,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,NA,NA,NA,NA
463,ZU6JDWYE,NA,"Dierschke, H. & Becker, T.",2020,37 Jahre Dauerflächenuntersuchungen in einem Kalkbuchenwald – eine Zeitreihe 1980–2001–2016,Tuexenia 40: 71–99,https://www.tuexenia.de/publications/tuexenia/Tuexenia_2020_NS_040_0071-0099.pdf,NA,Maria Sporbert,Maria Sporbert,Wald,Kalkbuchenwald,NA,Deutschland,Niedersachsen,Ökosystem-Forschungsprojektes in der Nähe von Göttingen,10.05,51.53333333,NA,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1980,2016,37,3,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
464,ZU6JDWYE,NA,"Dierschke, H. & Becker, T.",2020,37 Jahre Dauerflächenuntersuchungen in einem Kalkbuchenwald – eine Zeitreihe 1980–2001–2016,Tuexenia 40: 71–99,https://www.tuexenia.de/publications/tuexenia/Tuexenia_2020_NS_040_0071-0099.pdf,NA,Maria Sporbert,Maria Sporbert,Wald,Kalkbuchenwald,NA,Deutschland,Niedersachsen,Ökosystem-Forschungsprojektes in der Nähe von Göttingen,10.05,51.53333333,NA,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1980,2016,37,3,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
465,ZU6JDWYE,NA,"Dierschke, H. & Becker, T.",2020,37 Jahre Dauerflächenuntersuchungen in einem Kalkbuchenwald – eine Zeitreihe 1980–2001–2016,Tuexenia 40: 71–99,https://www.tuexenia.de/publications/tuexenia/Tuexenia_2020_NS_040_0071-0099.pdf,NA,Maria Sporbert,Maria Sporbert,Wald,Kalkbuchenwald,NA,Deutschland,Niedersachsen,Ökosystem-Forschungsprojektes in der Nähe von Göttingen,10.05,51.53333333,NA,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1980,2016,37,3,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
462,ZWZXBH48,NA,"Denz, O.",1998,Monitoring waldreicher Feuchtgebietsvegetation im Nordraum des Rheinischen Braunkohlenreviers 1986-1996,waldreicher Feuchtgebietsvegetation,https://www.tuexenia.de/publications/tuexenia/Tuexenia_1998_NS_018_0085-0093.pdf,NA,Maria Sporbert,Maria Sporbert,Wald,waldreiches Feuchtgebiet im Nordraum des Rheinischen Braunkohlenreviers,NA,Deutschland,Nordrhein-Westfalen,NA,7.564234768,51.47888555,150,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1986,1996,11,8,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
