N,Key,Bemerkung_Maria,Autor,Jahr,Titel,Zeitschrift,DOI,Name_pdf,ID_Studie,Screener,Extracter,Lebensraum,Lebensraum_Details,Biotoptyp,Land,Bundesland,Ort,ZUS,Grossregion,X,Y,geographische_Genauigkeit_km,Breitengrad_Laengengrad,Boden,Antwortvariable,Antwortvariable_andere,Antwortvariable_Einheit,x_Achse,Hauptgruppe_RoteListen,Untergruppe_RoteListen,Untergruppe_RoteListen_Detail,Untergruppe_Andere,Artname_deutsch,Artname_wissensch,Anzahl_Arten_Gruppen,Startjahr,Endjahr,Dauer,Anzahl_beprobte_Jahre,Methode,ExperimentObservation,Trend,Trend_Info,Potential_Metaanalyse,Beschreibung_Potential,Direkte Treiber,Haupttreiber_1,Haupttreiber_2,Nebentreiber_1,Nebentreiber_2,Direkter Treiber_Details,Maßnahme_Schutzgebiet,Maßnahme_Schutzgebiet_Andere,Maßnahme_Managementmaßnahme,Maßnahme_Impulsmaßnahmen,Notizen,Notizen_Maria,LiteraturRawdata,Studie_in_D,Untergruppe_RoteListen_ORIG,KIBA_D_change
10563,FB9BMVSK,non_Sys,"Walter, S.",2004,Die Vegetation der Wälder des Rothaargebirges und ihre Veränderungen im 20. Jahrhundert,"Abhandlungen aus dem Westfälischen Museum für Naturkunde, 66. Jahrgang, 2004, Heft 4",,Walter_Rothaargebirge_Abh_66(4)2004.pdf,,Maria Sporbert,Daniel Petry,Wald,,,Deutschland,Nordrhein-Westfalen,Rothaargebirge im Südosten Nordrheinwestfalens,,,8217447948,5112266415,,,,Artenzahl,,,,Pflanzen,Farn- und Blütenpflanzen,Farn- und Blütenpflanzen,"""Stickstoffzeiger""",,,"Schwierig zu erfassen, keine explizite Zahl gefunden",1942,1996,54,2,Vegetationsaufnahme,Beobachtung,positive,"""Als deutlichste Ergebnisse der zeitlich vergleichenden Betrachtung der Buchenwälder und deren Ersatzgesellschaften zeigen sich einerseits die Zunahme einer Reihe von Stickstoffzeigern sowie andererseits der Rückgang von Arten, welche bodensaure und stickstoffarme Bedingungen anzeigen.""",,Tab. 15: Arten mit zu- oder abnehmender Tendenz in den Wäldern des Rothaargebirges und des Schwarzwalds,,,,,,,,,,,,,Literatur,D,,
10564,FB9BMVSK,non_Sys,"Walter, S.",2004,Die Vegetation der Wälder des Rothaargebirges und ihre Veränderungen im 20. Jahrhundert,"Abhandlungen aus dem Westfälischen Museum für Naturkunde, 66. Jahrgang, 2004, Heft 5",,Walter_Rothaargebirge_Abh_66(4)2004.pdf,,Maria Sporbert,Daniel Petry,Wald,,,Deutschland,Nordrhein-Westfalen,Rothaargebirge im Südosten Nordrheinwestfalens,,,8217447948,5112266415,,,,Artenzahl,,,,Pflanzen,Farn- und Blütenpflanzen,Farn- und Blütenpflanzen,"Arten, die bodensaure und stickstoffarme Bedingungen anzeigen",,,"Schwierig zu erfassen, keine explizite Zahl gefunden",1942,1996,54,2,Vegetationsaufnahme,Beobachtung,negative,"""Als deutlichste Ergebnisse der zeitlich vergleichenden Betrachtung der Buchenwälder und deren Ersatzgesellschaften zeigen sich einerseits die Zunahme einer Reihe von Stickstoffzeigern sowie andererseits der Rückgang von Arten, welche bodensaure und stickstoffarme Bedingungen anzeigen.""",,Tab. 15: Arten mit zu- oder abnehmender Tendenz in den Wäldern des Rothaargebirges und des Schwarzwalds,,,,,,,,,,,,,Literatur,D,,
10581,#NV,non_Sys,"Grimmberger E., Bork H.",1979,"Untersuchungen zur Biologie, Ökologie und Populationsdynamik der Zwergfledermaus, PipistreUus p. pipistreUus (Schreber 1774), in einer großen Population im Norden der DDR","Nyctalus (N.F.), Band 1 (1979), Heft 2, S. 122-136",,B1H2_1979.pdf,,Maria Sporbert,Anneka,Wald,,Bauwerke,Deutschland,Mecklenburg-Vorpommern,Demmin,,,1303887291,5394710957,,,,Abundanz,,,,Wirbeltiere,Säuger,Säugetiere,,Zwerffledermaus,Pipistrellus pipistrellus,1,1972,1974,2,3,Zählung,Beobachtung,no,,,Tabelle 10,,,,,,,,,,,,,Literatur,D,,
10583,TTNUGK8D,non_Sys,Heise G.,1982,"Zu Vorkommen, Biologie und Ökologie der Rauhhautfledermaus (Pipistrellus nathusii) in der Umgebung von Prenzlau (Uckermark), Bezirk Neubrandenburg","Nyctalus (N.F.), Band 1 (1982), Heft 4/5, S. 281-300",,B1H4_5_1982.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Melzower Forst,,,1391309427,5316624366,,,,Abundanz,,,"Kasten Nr, Artzahl",Wirbeltiere,Säuger,Säugetiere,,"Rauhautfledermaus, Zwergfledermaus","P. nathusii, P. Pipistellus",2,1977,1979,2,3,Zählung,Beobachtung,no,,,Tabelle 9,,,,,,,,,NSG Melzower Forst,,,,Literatur,D,,
10584,Fischer1982,non_Sys,Fischer A.,1982,Zum Vorkommen der Flede.rmäuse im Bezirk Suhl Teil 1,"Nyctalus (N.F.), Band 1 (1982), Heft 4/5, S. 361 – 379",,B1H4_5_1982.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Thüringen,Suhl,,,1066357557,5063174556,,,,Abundanz,,,,Wirbeltiere,Säuger,Säugetiere,,Mausohren,Myotis myotis,1,1953,1979,26,8,Funde,Beobachtung,no,,,Tabelle 3,,,,,,,,,NSG Thüringer Wald,,,,Literatur,D,,
10592,NJABK9U7,non_Sys,Podany M.,1995,Nachweis einer Baumhöhlen-Wochenstube der Mopsfledermaus (Barbastella barbastellus) sowie einige Anmerkungen zum Überwinterungsverhalten im Flachland,"Nyctalus (N.F.), Band 5 (1985), Heft 5, S. 473 – 479",,B5_H5_1995_S473-479.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,"Dahme, Jetsch, Bornsdorf, Kassel-Gotz, Sonnenwalde",,,1365081634,5178352669,,,,Abundanz,,,Jahre,Wirbeltiere,Säuger,Säugetiere,,Mopsfledermaus,Barbastellus barbastellus,1,1982,1992,10,10,Zählung,Beobachtung,negative to positive,,,Abb. 2,,,,,,,,,Naturpark Dahme Heideseen,,,,Literatur,D,,
10597,Brockmann2004,non_Sys,"Brockmann, D. et al.",2004,Fledermausmarkierung in Ostdeutschland seit 1990 - Stand und Entwicklung,"Nyctalus (N.F.), Band 9, Heft 3, 197-202",,B9_H3_2004_S197-202.pdf (nyctalus.com),,Maria Sporbert,Daniel Petry,Wald,,,Deutschland,,"Ostdeutschland: Brandenbur, Mecklenburg-Vorpommern, Sachsen, Sachsen-Anhalt und Thueringen",,,122989653,5237585093,,,,Abundanz,,,,Wirbeltiere,Säuger,Chiroptera/ Fledermaeuse,,,,18,1990,2000,10,10,Beringungen + Wiederfunde,Beobachtung,positive,Siehe Abb. 1,,"Abb. 1: ""Anzahl der jaehrlich markierten und wiedergefundenen Fledermaeuse und Anzahl der aktiven Fledermausberinger""",,,,,,,,,,,"""Die Ergebnisse des zurückliegenden Jahrzehntes zeugen von gewachsenem Leistungsvermögen der Fledermausmarkierung und steigender Effizienz der diesbezüglichen Datenverarbeitung.""",,Literatur,D,,
10599,Schmidt2004,non_Sys,"Schmidt, A. et al.",2004,"Bisherige Ergebnisse zur Nutzung von ""Fledermaus-Großraum- und Überwinterungshöhlen IFW"" durch Abendsegler (Nyclalus noctula) in Ost-Brandenburg und zu Überwinterungsversuchen der Art","Nyctalus (N.F.), Band 9, Heft 4, 365-371",,B9_H4_2004_S365-371.pdf (nyctalus.com),,Maria Sporbert,Daniel Petry,Wald,,,Deutschland,Brandenburg,"Fledermauskastenrevier ""Möllenwinkel"", 9km suedlich Beeskow bzw. Im Fledermauskastenrevier ""Kohlsdorfer Chaussee"", 1,5km sued-westlich Beeskow.",,,1423887141,5216134574,,,,Abundanz,,,,Wirbeltiere,Säuger,Chiroptera/ Fledermaeuse,Abendsegler,,Nyctalus noctula,1,1994,2002,8,8,Kontrolle,Beobachtung,positive to negative,"""… erreichte schon nach 
4 Jahren das Maximum des Besatzes von 198 Abendseglem 
(Nyctaluss noctula) und schwankte danach zwischen 119 
und 177 Ex./Jahr."" ABER Schwankungen aufgrund Temperaturentwicklungen + multimodal?",,"""Abb. 4 Entwicklung des Abendseglerbesatzes …""",,,,,,,,,,,,,Literatur,D,,corrected
10599,Schmidt2004,non_Sys,"Schmidt, A. et al.",2004,"Bisherige Ergebnisse zur Nutzung von ""Fledermaus-Großraum- und Überwinterungshöhlen IFW"" durch Abendsegler (Nyclalus noctula) in Ost-Brandenburg und zu Überwinterungsversuchen der Art","Nyctalus (N.F.), Band 9, Heft 4, 365-371",,B9_H4_2004_S365-371.pdf (nyctalus.com),,Maria Sporbert,Daniel Petry,Wald,,,Deutschland,Brandenburg,"Fledermauskastenrevier ""Möllenwinkel"", 9km suedlich Beeskow bzw. Im Fledermauskastenrevier ""Kohlsdorfer Chaussee"", 1,5km sued-westlich Beeskow.",,,1423887141,5216134574,,,,Abundanz,,,,Wirbeltiere,Säuger,Chiroptera/ Fledermaeuse,Abendsegler,,Nyctalus noctula,1,1994,2002,8,8,Kontrolle,Beobachtung,no,"Der Bestand in den im seihen Gebiet hängenden normalen Fledermauskästen ... stieg bis 1996 auf 90 Ex. an, fiel anschließend für 2 Jahre auf etwa die Hälfte der Tiere und schwankte seit 1999 zwischen 64 und 88 Ex.",,,,,,,,,,,,,,,Literatur,D,,corrected
10608,Schmidt2005,non_Sys,"Schmidt, A.",2005,"Nochmals Nachweise der Teichfledermaus (Myotis dasycneme ) im Beeskower Land, O-Brandenburg, darunter der Fund in einem Gewöll der Schleiereule (Tylo alba)","Nyctalus (N.F.), Band 9, Heft 6, 606-610",,B9_H6_2005_S606-610.pdf (nyctalus.com),,Maria Sporbert,Daniel Petry,Wald,,,Deutschland,Brandenburg,Gesamt Brandenburg,,,1321625019,5213140554,,,,Abundanz,,,,Wirbeltiere,Säuger,Chiroptera/ Fledermaeuse,Teichfledermaus,,Myotis dasycneme,1,1939,1999,60,5,Fledermausfunde,Beobachtung,positive,"""Die Anzahl der Beobachtungen und Belege stieg während der beiden letzten Dezennien deutlich an, was auf eine Bestandserholung nach Überwindung der bis in die 1980er Jahre anhaltenden DDT-Verseuchung hindeutet.""",,Abb. 5. Jahrzehntesummen der Teichfledermausnachweise im Land Brandenburg,Verschmutzung,Bestandserholung nach DDT-Verseuchung,,,,,,,,,"Treiber? Oder Massnahme, da kein DDT mehr verwendet?",,Literatur,D,,
10609,XQ7DW4VS,non_Sys,"Rackow, W.",2005,"Zur aktuellen Verbreitung des Mausohrs, Myotis myotis (Borkhausen, 1797), im Landkreis Osterode am Harz (Niedersachsen)","Nyctalus (N.F.), Band 10, Heft 2, 160-167",,B10_H2_2005_S160-167.pdf (nyctalus.com),,Maria Sporbert,Daniel Petry,Wald,,,Deutschland,Niedersachsen,Ein Gipskarsthoehle im Landkreis Osterode am Harz (Winterquartier),,,1026501129,5173880831,,,,Abundanz,,,,Wirbeltiere,Säuger,Chiroptera/ Fledermaeuse,Mausohr,,Myotis myotis,1,1988,2005,17,18,Fledermauserfassungen,Beobachtung,positive,"""Die Bestände der Mausohren haben sich in den letzten Jahren […] im LK Osterode am Harz langsam, aber stetig erholt.""",,Abb. 2 Bestandsentwicklung der Mausohren .. In einer Gipskarsthoehle im Suedharz 1988-2005,,,,,,,,,,,,,Literatur,D,,
10611,D6NZFXJE,non_Sys,"Sauerbier, W. et al.",2005,"Das Mausohr, Myotis myotis (Borkhausen, 1797), im Kyffhäuserkreis / Thüringen - Verbreitung, Bestandsentwicklung und Schutzstrategien","Nyctalus (N.F.), Band 10, Heft 2, 183-200",,B10_H2_2005_S183-200.pdf (nyctalus.com),,Maria Sporbert,Daniel Petry,Wald,,,Deutschland,Thüringen,Kyffhäuserkreis,,,108683186,513685747,,,,Abundanz,,,,Wirbeltiere,Säuger,Chiroptera/ Fledermaeuse,Mausohr,,Myotis myotis,1,1962,2004,42,11,Zaehlungen,Beobachtung,positive,"""Seit Ende der 1980er Jahre verläuft die Bestandsentwicklung positiv.""",,Abb. 4 Bestandsentwicklung des Mausohrs im Kyffhaeuserkreis von 1988-2004 + Abb. 5 und 6 in bestimmten Wochenstuben,,,,,,,,,,,,,Literatur,D,,
10612,IZA9LVWC,non_Sys,"Günther, E. et al.",2005,Die Sommerquartiere des Kleinabendseglers (Nyctalus leisleri) im nordöstlichen Harz unter Bezug zu den Vorkommen der in Baumhöhlen brütenden Mauersegler (Apus apus),"Nyctalus (N.F.), Band 10, Heft 3-4, 269-275",,B10_H3-4_2005_S269-275.pdf (nyctalus.com),,Maria Sporbert,Daniel Petry,Wald,,,Deutschland,Sachsen-Anhalt,Nordoestlicher Harz - vornehmlich in Handwaeldern des Bode- und Selketals,,,1117375085,5167693917,,,,Abundanz,,,,Wirbeltiere,Säuger,Chiroptera/ Fledermaeuse,Kleinabendsegler,,Nyctalus leisleri,1,1985,1999,14,17,Bestandsaufnahme,Beobachtung,negative,"""Zwischen 1995 und 1999 ist ein deutlicher Rückgang
der Fledermausfunde zu verzeichnen.""",,Abb. 3 Verteilung der Fledermausnachweise zwischen 1985 und 1999 + Abb.4 Bestandsentwicklungen des Mauerseglers zwischen 1985 und 2001 auf 2 Untersuchungsflaechen im Selketal/Alexisbad,Andere direkte Treiber,"""Als möglicher Verursacher wird der Waschbär diskutiert, der den Brutbestand des Mauerseglers teilweise merklich reduziert hat.""",,,,,,,,,,,Literatur,D,,
10614,Ohlendorf2006,non_Sys,"Ohlendorf, B.",2006,"Das Mausohr (Myotis myotis) in Sachsen-Anhalt - Erfassungsstand 2004, nebst bemerkenswerten Beobachtungen","Nyctalus (N.F.), Band 11, Heft 2-3, 214-223",,B11_H2-3_2006_S214-223.pdf (nyctalus.com),,Maria Sporbert,Daniel Petry,Wald,,,Deutschland,Sachsen-Anhalt,Gesamt Sachsen-Anhalt,,,116922799,5195026628,,,,Abundanz,,,,Wirbeltiere,Säuger,Chiroptera/ Fledermaeuse,Mausohr,,Myotis myotis,1,1999,2004,5,6,Bestandsaufnahme,Beobachtung,no,"""Obwohl in den letzten acht Jahren 8 Quartiere (23,5 %)
aufgegeben wurden, ist die Gesamtzahl der Individuen
(ca. 6000) in den Reproduktionsquartieren nahezu gleich
geblieben.""",,,,,,,,,,,,,Relevant? Wie oben Fokus auf Winter- und Reproduktionsquartiere,,Literatur,D,,
10629,CUK5LQQ8,non_Sys,Schmidt A.,1997,"Zu Verbreitung, Bestandsentwicklung und Schutz des Abendseglers (Nyctalus noctula) in Brandenburg","Nyctalus (N.F.), Band 6(1985), Heft 4, S. 365-371",,B6_H4_1997_S365-371.pdf,,,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Möllenwinkel,,,1423924873,520834783,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,Abendsegler,Nyclalus noctula,1,1972,1996,24,24,Zählung,Beobachtung,no,,,Abb. 2,,,,,,,,NSG Möllenwinkel,,,,,Literatur,,,
10635,BX9AXT7X,non_Sys,Schmidt A.,1998,Zur Fledermausfauna ostbrandenburgischer Kiefernforste,"Nyctalus (N.F.), Band 6(1985), Heft 5, S. 450-455",,B6_H5_1998_S450-455.pdf,,,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Beeskow,,,1428271121,5220478753,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,Rauhautfledermaus,Pipistrellus nathusii,1,1974,1996,22,23,Zählung,Beobachtung,positive,,,Abb. 7,,,,,,,,,,,,,Literatur,,,
10636,BX9AXT7X,non_Sys,Schmidt A.,1998,Zur Fledermausfauna ostbrandenburgischer Kiefernforste,"Nyctalus (N.F.), Band 6(1985), Heft 5, S. 450-455",,B6_H5_1998_S450-455.pdf,,,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Beeskow,,,1427533692,5220020751,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,Abendsegler,Nyclalus noctula,1,1974,1996,22,23,Zählung,Beobachtung,positive,,,Abb. 8,,,,,,,,,,,,,Literatur,,,
10637,UEQEAG8X,non_Sys,Dietrich H.,1998,Zum Einsatz von Holzbeton-Großhöhlen für waldbewohnende Fledermäuse und zur Bestandsentwicklung der Chiropteren in einem schleswig-holsteinischen Revier nach 30jährigen Erfahrungen,"Nyctalus (N.F.), Band 6(1985), Heft 5, S. 456-467",,B6_H5_1998_S456-467.pdf,,,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Schleswig-Holstein,Rixdorfer Tannen,,,1046131832,5420813039,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,Abendsegler(Nyctalus noctula),,6,1968,1997,29,29,Zählung,Beobachtung,positive,,,P. nathusii nahm in den Rixdorfer Tannen relativ schnell zu,,,,,,,,,,,,,Literatur,,,corrected
10637,UEQEAG8X,non_Sys,Dietrich H.,1998,Zum Einsatz von Holzbeton-Großhöhlen für waldbewohnende Fledermäuse und zur Bestandsentwicklung der Chiropteren in einem schleswig-holsteinischen Revier nach 30jährigen Erfahrungen,"Nyctalus (N.F.), Band 6(1985), Heft 5, S. 456-467",,B6_H5_1998_S456-467.pdf,,,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Schleswig-Holstein,Rixdorfer Tannen,,,1046131832,5420813039,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,"Rauhautfledermaus, Fransenfledermaus, Abendsegler, Braunes Langohr, Wasserfledermaus, Zwergfledermaus","Nyclalus noctula, Myotis nattereri, Pipistrellus nathusii, Plecotus auritus, Myotis daubentoi,  Pipistrellus pipistrellus",6,1968,1997,29,29,Zählung,Beobachtung,positive,,,"Eine deutliche Zunahme dieser Art erfolgte jedoch erst, als 1 990 Großhöhlen aufgehängt werden konnten",,,,,,,,,,,,,Literatur,,,corrected
10637,UEQEAG8X,non_Sys,Dietrich H.,1998,Zum Einsatz von Holzbeton-Großhöhlen für waldbewohnende Fledermäuse und zur Bestandsentwicklung der Chiropteren in einem schleswig-holsteinischen Revier nach 30jährigen Erfahrungen,"Nyctalus (N.F.), Band 6(1985), Heft 5, S. 456-467",,B6_H5_1998_S456-467.pdf,,,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Schleswig-Holstein,Rixdorfer Tannen,,,1046131832,5420813039,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,"Rauhautfledermaus, Fransenfledermaus, Abendsegler, Braunes Langohr, Wasserfledermaus, Zwergfledermaus","Nyclalus noctula, Myotis nattereri, Pipistrellus nathusii, Plecotus auritus, Myotis daubentoi,  Pipistrellus pipistrellus",6,1968,1997,29,29,Zählung,Beobachtung,positive,,,The number of bats increased up to 557 in 1996.,,,,,,,,,,,,,Literatur,,,corrected
10638,CIWE47NB,non_Sys,"Koettnitz J., Heuser R.",1999,10 Jahre fledermausgerechte Stollenabsicherung an Lahn und Dill,"Nyctalus (N.F.), Band 7(1999), Heft 1, S. 43 – 59",,B7_H1_1999_S43-59.pdf,,,Anneka,Wald,,Bauwerke,Deutschland,Hessen,Lahn-Dill Kreis,,,8512608559,5053087654,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,Fledermaus Arten,,,1987,1996,9,10,Zählung,Beobachtung,positive,,,Abb. 19,,,,,,,,,,,,,Literatur,,,
10639,Haensel1999,non_Sys,Haensel J. & Tismer R.,1999,"Versuchsrevier für Fledermauskästen im Forst Berlin-Schmöckwitz - erste Ergebnisse, insbesondere zu den überwiegend vertretenen Rauhhautfledermäusen (Pipistrellus nathusii)*","Nyctalus (N.F.), Band 7(1999), Heft 1, S. 60-77",,B7_H1_1999_S60-77.pdf,,,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Berlin,Berlin-Schmöckwitz,,,1363319592,5238098024,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,"Mausohr, Rauhautfledermaus","Myotis myotis, Pipistrellus nathusii",2,1975,1996,21,21,Zählung,Beobachtung,negative to positive,,,Tabelle 1,,,,,,,,NSG Krumme Lake,,,,,Literatur,,,
10640,4DT9UXEK,non_Sys,Schmidt A.,2000,Zum Vorkommen von Fledermäusen in Ostbrandenburg in den Jahren 1979 bis 1998,"Nyctalus (N.F.), Band 7(2000), Heft 3, S. 251-270",,B7_H3_2000_S251-270-.pdf,,,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Schwarzberge,,,142732111,5224363785,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,Abendsegler,Nyclalus noctula,1,1973,1997,24,24,Zählung,Beobachtung,positive,,,Abb. 6,,,,,,,,NSG Schwarzberge,,,,,Literatur,,,
10641,4DT9UXEK,non_Sys,Schmidt A.,2000,Zum Vorkommen von Fledermäusen in Ostbrandenburg in den Jahren 1979 bis 1998,"Nyctalus (N.F.), Band 7(2000), Heft 3, S. 251-270",,B7_H3_2000_S251-270-.pdf,,,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Schwarzberge,,,142732111,5224363785,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,Rauhautfledermaus,Pipistrellus nathusii,1,1973,1997,24,24,Zählung,Beobachtung,positive,,,Abb. 7,,,,,,,,NSG Schwarzberge,,,,,Literatur,,,
10642,4DT9UXEK,non_Sys,Schmidt A.,2000,Zum Vorkommen von Fledermäusen in Ostbrandenburg in den Jahren 1979 bis 1998,"Nyctalus (N.F.), Band 7(2000), Heft 3, S. 251-270",,B7_H3_2000_S251-270-.pdf,,,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Schwarzberge,,,142732111,5224363785,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,Mausohr,Myotis myotis,1,1973,1997,24,24,Zählung,Beobachtung,positive,,,Abb. 10,,,,,,,,NSG Schwarzberge,,,,,Literatur,,,
10643,Schmidt2000,non_Sys,Schmidt A.,2000,30-jährige Untersuchungen in Fledermauskastengebieten Ostbranden burgs unter besonderer Berücksichtigung von Rauhhautfledermaus (Pipistrellus nathusii) und Abendsegler (Nyctalus noctula),"Nyctalus (N.F.), Band 7(2000), Heft 4, S. 396-422",,B7_H4_2000_S396-422.pdf,,,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Möllenwinkel,,,1423772017,5208649871,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,Rauhhautfledermaus (Pipistrellus nathusii) und Abendsegler (Nyctalus noctula),,1,1973,1997,24,24,Zählung,Beobachtung,negative to positive,,,Die Bestände beider Arten stiegen in den letzten Jahren deutlich an.,,,,,,,,NSG Möllenwinkel,,,,,Literatur,,,corrected
10644,Schmidt2000,non_Sys,Schmidt A.,2000,30-jährige Untersuchungen in Fledermauskastengebieten Ostbranden burgs unter besonderer Berücksichtigung von Rauhhautfledermaus (Pipistrellus nathusii) und Abendsegler (Nyctalus noctula),"Nyctalus (N.F.), Band 7(2000), Heft 4, S. 396-422",,B7_H4_2000_S396-422.pdf,,,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Holzspree,,,1422181892,5215946522,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,Rauhhautfledermaus (Pipistrellus nathusii) und Abendsegler (Nyctalus noctula),,1,1973,1997,24,24,Zählung,Beobachtung,negative to positive,,,Die Bestände beider Arten stiegen in den letzten Jahren deutlich an.,,,,,,,,NSG Spreewald,,,,,Literatur,,,corrected
10646,CNZJ3BJ9,non_Sys,"Zöphel U., Wilhelm M., Kugelschafter K.",2001,Vergleich unterschiedlicher Erfassungsmethoden in einem großen Fledermaus-Winterquartier im Osterzgebirge (Sachsen),"Nyctalus (N.F.), Band 7(2001), Heft 5, S. 523-531",,B7_H5_2001_S523-531.pdf,,,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Sachsen,"Berliner Zitadelle, Segeberger Kalkberghöhlen",,,1321264388,5254079773,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,"Nordfledermaus, Braunes Langohr, kleine Bartfledermaus, große Bartfledermaus, Fransenfledermaus, Wasserfledermaus, großes Mausohr","Eptesicus nilssonii, Plecotus auritus, Myotis mystacinus, Myotis brandti, Myotis nattere, MyotiS daubentonii, Myotis myoris",7,1972,1998,26,27,Zählung,Beobachtung,no,,,Abb. 1,,,,,,,,NSG Osterzgebirge,,,,,Literatur,,,
10647,Schmidt2001,non_Sys,Schmidt A.,2001,"Die Bestandsentwicklung des Mausohrs, Myotis II/.yotis, in Ostbrandenburg und ihre Widerspiegelungim Fledermauskastenbesatz der Region","Nyctalus (N.F.), Band 7(2001), Heft 6, S. 635-642",,B7_H6_2001_S635-642.pdf,,,Anneka,Wald,,Bauwerke,Deutschland,Brandenburg,Brauereikeller Frankfurt/oder,,,144736254,5237116006,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,Mausohr,Myotis myotis,1,1988,2001,13,14,Zählung,Beobachtung,positive to negative,,,Abb. 3,,,,,,,,,,,,,Literatur,,,corrected
10647,Schmidt2001,non_Sys,Schmidt A.,2001,"Die Bestandsentwicklung des Mausohrs, Myotis II/.yotis, in Ostbrandenburg und ihre Widerspiegelungim Fledermauskastenbesatz der Region","Nyctalus (N.F.), Band 7(2001), Heft 6, S. 635-642",,B7_H6_2001_S635-642.pdf,,,Anneka,Wald,,Bauwerke,Deutschland,Brandenburg,Brauereikeller Frankfurt/oder,,,144736254,5237116006,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,Mausohr,Myotis myotis,1,1972,1998,27,28,Zählung,Beobachtung,positive,,,Abb. 5,,,,,,,,,,,,,Literatur,,,corrected
10648,Tielsch2001,non_Sys,Tielsch D.-R.,2001,"Langfristige und halbjahresperiodische Untersuchungen in einem Fledermaus-Winterquartier im Uils (Leinebergland, Niedersachsen)","Nyctalus (N.F.), Band 8(2001), Heft 1, S. 65-70",,B8_H1_2001_S65-70.pdf,,,Anneka,Wald,,Bauwerke,Deutschland,Niedersachsen,"Leinebergland, Asphaltgrube Hils",,,46212,5193333333,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,"Mausohr, Wasserfledermaus, Bartfledermaus, Fransenfledermaus, Langohr","Myotis myotis, M. daubentonii, M. Mystacinus, M. Nattere, Plecotus auritus",5,1991,1999,8,9,Zählung,Beobachtung,positive,,,Abb. 3,,,,,,,,NSG Laubwälder im Hils,,,,,Literatur,,,corrected
10650,Dietrich2002,non_Sys,Dietrich H.,2002,Fransenfledermäuse (Myotis lIallereri) in Waldquartieren bei Plön/Holstein*,"Nyctalus (N.F.), Band 8(2002), Heft 4, S. 369-372",,B8_H4_2002_S369-372.pdf,,,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Schleswig-Holstein,"Seeberger Höhle, Plön Holstein",,,1042602713,5422866965,,,,Abundanz,,,Jahr,Wirbeltiere,Säuger,,,"Rauhhautfledermaus, Fransenfledermaus, Abendsegler, Braunes Langohr, Wasserfledermaus , Zwergfledermaus","Eptesicus nilssonii, Plecotus auritus, Myotis mystacinus, Myotis brandti, Myotis nattere, MyotiS daubentonii, Myotis myoris",6,1969,1999,30,30,Zählung,Beobachtung,positive,,,Abb. 1,,,,,,,,NSG Plön,,,,,Literatur,,,corrected
